深圳,24.0
南京,8.399999999999999
广州,24.0
深圳,21.0
北京,27.0
杭州,15.0
异地招聘,24.0
石家庄,6.300000000000002
合肥,18.0
深圳,8.399999999999999
上海,27.0
上海,15.0
成都,15.0
深圳,36.0
广州,16.200000000000006
西安,8.399999999999999
上海,33.0
天津,42.0
青岛,30.0
成都,6.300000000000002
异地招聘,15.0
东莞,10.8
上海,24.0
深圳,27.0
南京,18.0
深圳,8.399999999999999
青岛,8.399999999999999
重庆,6.6000000000000005
上海,21.0
杭州,39.0
厦门,42.0
上海,24.0
武汉,15.0
上海,42.0
宁波,20.4
南京,20.0
广州,16.200000000000006
南京,35.0
武汉,21.6
上海,27.0
青岛,10.8
南京,16.799999999999994
武汉,21.0
异地招聘,10.8
上海,15.0
福州,21.0
广州,24.0
武汉,15.0
上海,39.0
武汉,18.0
上海,39.0
宁波,15.0
宁波,8.399999999999999
广州,27.0
成都,16.799999999999994
武汉,11.4
武汉,18.0
西安,10.8
北京,21.0
上海,30.0
上海,16.799999999999994
异地招聘,42.0
深圳,36.0
广州,15.0
杭州,21.0
重庆,15.0
武汉,14.4
南京,25.8
福州,13.8
异地招聘,24.0
异地招聘,13.2
北京,21.0
无锡,13.2
武汉,21.0
北京,36.0
广州,15.0
南京,24.0
广州,12.0
异地招聘,24.0
北京,21.0
异地招聘,48.0
济南,15.0
西安,21.0
北京,13.2
异地招聘,48.0
苏州,15.0
北京,21.0
西安,21.0
昆明,15.0
上海,42.0
上海,24.0
广州,10.8
杭州,21.0
上海,12.0
广州,28.8
广州,27.0
北京,30.0
成都,15.0
上海,10.8
贵阳,8.399999999999999
成都,22.5
上海,8.399999999999999
北京,9.6
上海,21.0
广州,21.0
上海,27.0
深圳,33.0
深圳,14.4
苏州,6.300000000000002
深圳,16.799999999999994
上海,25.0
南京,10.8
成都,22.5
北京,60.0
深圳,26.4
广州,19.8
武汉,22.8
武汉,12.6
深圳,8.399999999999999
南京,18.0
杭州,15.0
深圳,21.0
成都,12.0
深圳,21.0
上海,20.0
北京,27.0
北京,24.0
异地招聘,10.2
西安,10.8
广州,14.4
深圳,21.0
南京,19.200000000000006
南京,24.0
广州,16.200000000000006
深圳,21.0
广州,13.8
成都,21.0
北京,19.8
北京,25.8
上海,20.0
上海,27.0
北京,21.0
上海,30.0
上海,19.8
常州,36.0
上海,6.0
成都,10.8
北京,15.0
上海,42.0
广州,30.5
上海,22.200000000000006
上海,15.0
上海,24.0
杭州,15.0
青岛,8.399999999999999
福州,10.8
北京,18.0
广州,9.6
深圳,10.8
北京,45.0
杭州,18.0
上海,15.0
重庆,15.0
石家庄,6.300000000000002
上海,54.0
北京,27.0
福州,7.800000000000002
苏州,15.0
北京,21.0
上海,15.0
深圳,55.0
成都,45.0
青岛,6.300000000000002
广州,14.4
上海,30.0
广州,39.0
深圳,30.0
上海,22.200000000000006
异地招聘,9.6
福州,13.8
北京,33.0
深圳,35.0
东莞,7.199999999999998
深圳,19.200000000000006
异地招聘,13.8
重庆,15.0
青岛,24.0
深圳,35.0
广州,24.6
深圳,30.0
成都,15.0
福州,25.0
广州,42.0
大连,33.0
广州,10.2
厦门,5.699999999999998
青岛,6.300000000000002
宁波,10.8
深圳,29.4
广州,27.0
南京,18.0
异地招聘,9.0
南京,21.0
上海,22.5
上海,28.8
南京,9.6
东莞,13.8
深圳,36.0
深圳,18.0
郑州,7.800000000000002
上海,10.8
石家庄,8.399999999999999
沈阳,15.0
昆明,12.0
杭州,24.0
深圳,24.0
深圳,25.0
广州,8.399999999999999
深圳,21.0
武汉,21.0
重庆,21.0
上海,27.0
武汉,8.399999999999999
深圳,15.0
杭州,48.0
西安,15.0
广州,21.0
广州,27.0
广州,25.200000000000006
长沙,8.399999999999999
深圳,7.080000000000001
长沙,15.0
东莞,21.0
青岛,6.300000000000002
武汉,7.5
上海,24.0
深圳,30.0
武汉,7.800000000000002
广州,24.0
武汉,7.800000000000002
武汉,7.800000000000002
武汉,7.199999999999998
南昌,25.0
异地招聘,18.0
深圳,17.4
青岛,6.300000000000002
南京,9.6
青岛,6.300000000000002
成都,18.5
佛山,15.0
广州,10.8
广州,7.199999999999998
宁波,18.0
广州,7.199999999999998
上海,10.8
上海,10.8
上海,21.0
上海,15.0
上海,10.8
上海,10.8
武汉,13.8
杭州,33.0
合肥,15.0
广州,21.0
佛山,21.0
重庆,10.8
重庆,24.0
成都,15.6
深圳,15.0
深圳,10.8
深圳,9.0
异地招聘,15.0
深圳,11.4
佛山,24.0
西安,6.300000000000002
北京,57.0
南昌,27.0
深圳,15.0
无锡,40.0
青岛,25.0
深圳,48.0
广州,13.8
广州,45.0
唐山,10.8
杭州,21.0
西安,21.0
西安,6.300000000000002
郑州,11.4
西安,6.300000000000002
西安,6.300000000000002
西安,6.300000000000002
上海,54.0
佛山,21.0
青岛,6.300000000000002
青岛,6.300000000000002
广州,30.0
南京,16.200000000000006
福州,9.6
杭州,21.6
无锡,15.0
广州,8.64
常州,9.0
广州,18.0
北京,15.0
异地招聘,16.200000000000006
杭州,18.0
福州,13.8
合肥,18.0
南京,15.0
深圳,15.0
西安,5.1
异地招聘,9.6
东莞,15.0
异地招聘,10.8
西安,6.300000000000002
武汉,15.0
异地招聘,14.400000000000002
青岛,15.0
长沙,15.0
深圳,18.0
异地招聘,21.0
杭州,27.0
南京,15.0
深圳,21.0
深圳,45.0
北京,33.0
深圳,45.0
北京,19.200000000000006
广州,30.0
广州,22.200000000000006
上海,15.0
异地招聘,15.0
重庆,18.0
上海,17.5
北京,21.0
北京,27.0
上海,36.0
佛山,27.0
武汉,21.0
上海,16.799999999999994
深圳,10.8
北京,21.0
深圳,21.0
北京,33.0
西安,30.0
石家庄,6.300000000000002
广州,16.200000000000006
上海,33.0
广州,21.0
深圳,8.399999999999999
深圳,6.300000000000002
广州,14.0
长沙,15.0
北京,15.0
合肥,21.0
上海,27.0
贵阳,4.5
北京,50.0
广州,21.0
南京,21.0
上海,36.0
成都,11.4
苏州,42.0
广州,18.6
上海,15.0
合肥,10.8
广州,9.6
南京,9.6
成都,17.5
广州,18.0
杭州,18.0
广州,33.0
广州,15.0
杭州,15.0
杭州,33.0
上海,25.8
北京,48.0
成都,12.599999999999998
广州,48.0
上海,25.0
上海,15.0
上海,15.0
杭州,25.8
广州,24.0
上海,27.0
上海,27.0
北京,15.0
广州,15.0
杭州,25.8
深圳,15.0
深圳,45.0
深圳,12.6
西安,15.0
西安,9.6
成都,24.0
南京,18.0
上海,10.8
上海,13.8
深圳,21.0
上海,15.0
武汉,16.799999999999994
西安,10.8
上海,28.8
杭州,28.8
上海,19.8
济南,17.5
北京,15.0
深圳,27.0
武汉,19.200000000000006
上海,22.8
上海,21.0
上海,13.2
苏州,21.0
杭州,13.8
北京,33.0
成都,21.0
上海,8.399999999999999
异地招聘,8.399999999999999
北京,42.0
武汉,16.799999999999994
广州,13.8
异地招聘,24.0
北京,9.6
成都,15.0
深圳,24.0
重庆,8.399999999999999
北京,25.2
深圳,33.0
上海,24.0
南京,16.799999999999994
苏州,24.0
北京,16.799999999999994
上海,15.0
苏州,18.0
杭州,48.0
大连,24.0
长沙,21.0
上海,24.0
上海,21.0
北京,30.0
上海,27.0
上海,36.0
上海,17.5
广州,8.399999999999999
上海,8.399999999999999
济南,30.0
南京,27.0
广州,13.8
北京,18.0
郑州,13.2
异地招聘,33.0
成都,30.0
苏州,24.0
广州,14.4
深圳,21.0
石家庄,6.300000000000002
北京,30.0
成都,33.0
天津,11.4
上海,24.0
厦门,10.8
杭州,30.0
广州,27.0
上海,27.0
广州,13.8
南京,27.0
北京,36.0
北京,15.0
广州,18.0
杭州,24.0
上海,42.0
深圳,36.0
郑州,12.0
东莞,12.6
济南,21.0
成都,21.0
武汉,15.0
深圳,36.0
郑州,8.399999999999999
深圳,21.0
北京,15.0
深圳,24.0
西安,11.4
深圳,18.0
异地招聘,21.0
青岛,9.6
西安,10.8
西安,31.8
异地招聘,10.8
杭州,30.0
杭州,21.6
深圳,30.0
上海,18.0
厦门,21.0
济南,15.0
重庆,18.0
